Data,Campanha,Envios,Entregas,Cliques
2026-05-17,20260517_guanabara_insider_apppush_comercial_frios_tarde,173,169,26
2026-05-16,20260516_guanabara_insider_apppush_maio20_ativos,440,431,66
2026-05-16,20260516_guanabara_insider_apppush_maio20_emqueda,33,32,5
2026-05-16,20260516_guanabara_insider_apppush_maio20_frios,253,247,38
2026-05-16,20260516_guanabara_insider_apppush_viva_ativos,420,411,63
2026-05-16,20260516_guanabara_insider_apppush_viva_emqueda,60,58,9
2026-05-16,20260516_guanabara_insider_apppush_viva_frios,253,247,38
2026-05-15,20260515_guanabara_insider_apppush_comercial_ativos,340,333,51
2026-05-15,20260515_guanabara_insider_apppush_comercial_ativos_tarde,373,365,56
2026-05-15,20260515_guanabara_insider_apppush_comercial_emqueda,46,45,7
2026-05-15,20260515_guanabara_insider_apppush_comercial_emqueda_tarde,46,45,7
2026-05-15,20260515_guanabara_insider_apppush_comercial_frios_tarde,166,162,25
2026-05-15,20260515_guanabara_insider_apppush_maio20_ativos,513,502,77
2026-05-15,20260515_guanabara_insider_apppush_maio20_emqueda,20,19,3
2026-05-15,20260515_guanabara_insider_apppush_maio20_frios,180,176,27
2026-05-15,20260515_guanabara_insider_apppush_viva10_ativos,480,470,72
2026-05-15,20260515_guanabara_insider_apppush_viva10_emqueda,26,25,4
2026-05-15,20260515_guanabara_insider_apppush_viva10_frios,186,182,28
2026-05-14,20260514_guanabara_insider_apppush_comercial_ativos,553,541,83
2026-05-14,20260514_guanabara_insider_apppush_comercial_ativos_noite,560,548,84
2026-05-14,20260514_guanabara_insider_apppush_comercial_emqueda,20,19,3
2026-05-14,20260514_guanabara_insider_apppush_comercial_emqueda_tarde,40,39,6
2026-05-14,20260514_guanabara_insider_apppush_comercial_frios,233,228,35
2026-05-14,20260514_guanabara_insider_apppush_maio20_emqueda,20,19,3
2026-05-14,20260514_guanabara_insider_apppush_maio20_frios,266,260,40
2026-05-14,20260514_guanabara_insider_apppush_viva10_ativos,533,522,80
2026-05-14,20260514_guanabara_insider_apppush_viva_ativos,1033,1012,155
2026-05-14,20260514_guanabara_insider_webpush_comercial_geral,3046,2985,457
2026-05-13,20260513_guanabara_insider_apppush_comercial_ativos,626,613,94
2026-05-13,20260513_guanabara_insider_apppush_comercial_ativos_rj,13,12,2
2026-05-13,20260513_guanabara_insider_apppush_comercial_ativos_tarde,626,613,94
2026-05-13,20260513_guanabara_insider_apppush_comercial_emqueda,53,51,8
2026-05-13,20260513_guanabara_insider_apppush_comercial_frios,186,182,28
2026-05-13,20260513_guanabara_insider_apppush_comercial_frios_rj,53,51,8
2026-05-13,20260513_guanabara_insider_apppush_maio20_emqueda,53,51,8
2026-05-13,20260513_guanabara_insider_apppush_viva10_ativos,426,417,64
2026-05-13,20260513_guanabara_insider_apppush_viva10_emqueda,33,32,5
2026-05-13,20260513_guanabara_insider_apppush_viva10_frios,293,287,44
2026-05-13,20260513_guanabara_insider_apppush_viva_ativos,1093,1071,164
2026-05-12,20260512_guanabara_insider_apppush_aniversarioviva_ativos,640,627,96
2026-05-12,20260512_guanabara_insider_apppush_aniversarioviva_emqueda,33,32,5
2026-05-12,20260512_guanabara_insider_apppush_comercial_emqueda,33,32,5
2026-05-12,20260512_guanabara_insider_apppush_viva_ativos,586,574,88
2026-05-12,20260513_guanabara_insider_wpp_inativos_rj-jf,6,5,1
2026-05-11,20251212_GatilhoSearch_webpush_30min_v4_app,6,5,1
2026-05-11,20260511_guanabara_insider_apppush_aniversarioviva_ativos,933,914,140
2026-05-11,20260511_guanabara_insider_apppush_aniversarioviva_emqueda,46,45,7
2026-05-11,20260511_guanabara_insider_apppush_comercial_ativos,346,339,52
2026-05-11,20260511_guanabara_insider_apppush_comercial_ativos_noite,393,385,59
2026-05-11,20260511_guanabara_insider_apppush_comercial_emqueda,66,64,10
2026-05-11,20260511_guanabara_insider_apppush_comercial_emqueda_noite,6,5,1
2026-05-11,20260511_guanabara_insider_apppush_comercial_frios,166,162,25
2026-05-10,20260510_guanabara_insider_apppush_comercial_ativos,626,613,94
2026-05-10,20260510_guanabara_insider_apppush_comercial_emqueda,26,25,4
2026-05-10,20260510_guanabara_insider_apppush_comercial_frios,220,215,33
2026-05-10,20260510_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,493,483,74
2026-05-10,20260510_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,13,12,2
2026-05-10,20260510_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,113,110,17
2026-05-10,20260510_guanabara_insider_apppush_viva10_ativos,480,470,72
2026-05-10,20260510_guanabara_insider_apppush_viva10_emqueda,20,19,3
2026-05-10,20260510_guanabara_insider_apppush_viva10_frios,166,162,25
2026-05-09,20260509_guanabara_insider_apppush_comercial_ativos,526,515,79
2026-05-09,20260509_guanabara_insider_apppush_comercial_emqueda,46,45,7
2026-05-09,20260509_guanabara_insider_apppush_comercial_frios,133,130,20
2026-05-09,20260509_guanabara_insider_apppush_viva_ativos,493,483,74
2026-05-09,20260509_guanabara_insider_apppush_viva_emqueda,46,45,7
2026-05-09,20260509_guanabara_insider_apppush_viva_frios,100,98,15
2026-05-08,20260508_guanabara_insider_apppush_comercial-idaevolta10_ativos,553,541,83
2026-05-08,20260508_guanabara_insider_apppush_comercial-idaevolta10_emqueda,40,39,6
2026-05-08,20260508_guanabara_insider_apppush_comercial-idaevolta10_frios,153,149,23
2026-05-08,20260508_guanabara_insider_apppush_comercial_ativos,486,476,73
2026-05-08,20260508_guanabara_insider_apppush_comercial_emqueda,40,39,6
2026-05-08,20260508_guanabara_insider_apppush_comercial_frios,166,162,25
2026-05-08,20260508_guanabara_insider_apppush_viva90_ativos,1146,1123,172
2026-05-08,20260508_guanabara_insider_apppush_viva90_emqueda,40,39,6
2026-05-07,20260507_guanabara_insider_apppush_aniversarioviva_ativos,500,490,75
2026-05-07,20260507_guanabara_insider_apppush_aniversarioviva_emqueda,40,39,6
2026-05-07,20260507_guanabara_insider_apppush_aniversarioviva_frios,320,313,48
2026-05-07,20260507_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,433,424,65
2026-05-07,20260507_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,33,32,5
2026-05-07,20260507_guanabara_insider_apppush_idaevolta10_ativos,773,757,116
2026-05-07,20260507_guanabara_insider_apppush_idaevolta10_emqueda,46,45,7
2026-05-07,20260507_guanabara_insider_apppush_idaevolta10_frios,266,260,40
2026-05-06,20260506_guanabara_insider_apppush_aniversarioviva_ativos,493,483,74
2026-05-06,20260506_guanabara_insider_apppush_aniversarioviva_emqueda,53,51,8
2026-05-06,20260506_guanabara_insider_apppush_aniversarioviva_frios,213,208,32
2026-05-06,20260506_guanabara_insider_apppush_comercial_ativos,466,456,70
2026-05-06,20260506_guanabara_insider_apppush_comercial_emqueda,26,25,4
2026-05-06,20260506_guanabara_insider_apppush_viva10_ativos,320,313,48
2026-05-06,20260506_guanabara_insider_apppush_viva10_emqueda,60,58,9
2026-05-06,20260506_guanabara_insider_apppush_viva10_frios,206,201,31
2026-05-05,20260505_guanabara_insider_apppush_comercial_ativos,420,411,63
2026-05-05,20260505_guanabara_insider_apppush_comercial_emqueda,66,64,10
2026-05-05,20260505_guanabara_insider_apppush_viva90_ativos,533,522,80
2026-05-05,20260505_guanabara_insider_apppush_viva90_emqueda,40,39,6
2026-05-05,20260505_guanabara_insider_apppush_viva90_frios,193,189,29
2026-05-04,20260504_guanabara_insider_apppush_comercial_ativos,493,483,74
2026-05-04,20260504_guanabara_insider_apppush_comercial_ativos_noite,413,404,62
2026-05-04,20260504_guanabara_insider_apppush_comercial_emqueda,13,12,2
2026-05-04,20260504_guanabara_insider_apppush_comercial_emqueda_noite,20,19,3
2026-05-04,20260504_guanabara_insider_apppush_comercial_frios,160,156,24
2026-05-04,20260504_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,493,483,74
2026-05-04,20260504_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,53,51,8
2026-05-03,20260503_guanabara_insider_apppush_antecipe_ativos,546,535,82
2026-05-03,20260503_guanabara_insider_apppush_antecipe_emqueda,33,32,5
2026-05-03,20260503_guanabara_insider_apppush_antecipe_frios,220,215,33
2026-05-03,20260503_guanabara_insider_apppush_comercial_ativos,600,588,90
2026-05-03,20260503_guanabara_insider_apppush_comercial_emqueda,60,58,9
2026-05-03,20260503_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,646,633,97
2026-05-03,20260503_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,26,25,4
2026-05-03,20260503_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,160,156,24
2026-05-02,20260502_guanabara_insider_apppush_comercial_ativos,780,764,117
2026-05-02,20260502_guanabara_insider_apppush_comercial_emqueda,73,71,11
2026-05-02,20260502_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,360,352,54
2026-05-02,20260502_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,33,32,5
2026-05-02,20260502_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,286,280,43
2026-05-01,20260501_guanabara_insider_apppush_comercial_ativos,473,463,71
2026-05-01,20260501_guanabara_insider_apppush_comercial_emqueda,53,51,8
2026-05-01,20260501_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,293,287,44
2026-05-01,20260501_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,33,32,5
2026-05-01,20260501_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,200,196,30
2026-04-30,20260430_guanabara_insider_apppush_comercial_ativos,266,260,40
2026-04-30,20260430_guanabara_insider_apppush_comercial_emqueda,13,12,2
2026-04-30,20260430_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,313,306,47
2026-04-30,20260430_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,40,39,6
2026-04-30,20260430_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,200,196,30
2026-04-29,20260429_guanabara_insider_apppush_antecipe_ativos,493,483,74
2026-04-29,20260429_guanabara_insider_apppush_antecipe_emqueda,80,78,12
2026-04-29,20260429_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,426,417,64
2026-04-29,20260429_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,73,71,11
2026-04-29,20260429_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,273,267,41
2026-04-28,20260425_guanabara_pushnews_webpush_tdmrj-waka10=20260428_guanabara_insider_apppush_teste_b_tdmrj-waka10,806,789,121
2026-04-28,20260428_guanabara_insider_apppush_comercial_ativos,333,326,50
2026-04-28,20260428_guanabara_insider_apppush_comercial_emqueda,46,45,7
2026-04-28,20260428_guanabara_insider_apppush_comercial_frios,166,162,25
2026-04-28,20260428_guanabara_insider_apppush_teste_a_tdmrj-waka10,173,169,26
2026-04-28,20260428_guanabara_insider_apppush_viva90_ativos,513,502,77
2026-04-28,20260428_guanabara_insider_apppush_viva90_emqueda,66,64,10
2026-04-27,20260425_guanabara_pushnews_webpush_tdmrj-waka10=20260424_guanabara_insider_apppush_teste_b_tdmrj-waka10_ativos,680,666,102
2026-04-27,20260427_guanabara_insider_apppush_comercial_ativos,353,345,53
2026-04-27,20260427_guanabara_insider_apppush_comercial_ativos_noite,353,345,53
2026-04-27,20260427_guanabara_insider_apppush_comercial_emqueda,33,32,5
2026-04-27,20260427_guanabara_insider_apppush_comercial_emqueda_noite,20,19,3
2026-04-27,20260427_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,273,267,41
2026-04-27,20260427_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,33,32,5
2026-04-27,20260427_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,220,215,33
2026-04-27,20260427_guanabara_insider_apppush_idaevolta10_ativos,373,365,56
2026-04-27,20260427_guanabara_insider_apppush_idaevolta10_emqueda,40,39,6
2026-04-27,20260427_guanabara_insider_apppush_idaevolta10_frios,266,260,40
2026-04-27,20260427_guanabara_insider_apppush_teste_a_tdmrj-waka10,260,254,39
2026-04-26,20260426_guanabara_insider_apppush_comercial_ativos,420,411,63
2026-04-26,20260426_guanabara_insider_apppush_comercial_ativos_noite,293,287,44
2026-04-26,20260426_guanabara_insider_apppush_comercial_emqueda,20,19,3
2026-04-26,20260426_guanabara_insider_apppush_comercial_emqueda_noite,46,45,7
2026-04-26,20260426_guanabara_insider_apppush_comercial_frios_noite,320,313,48
2026-04-26,20260426_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,566,554,85
2026-04-26,20260426_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,73,71,11
2026-04-26,20260426_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,333,326,50
2026-04-25,20260425_guanabara_insider_apppush_comercial_ativos,453,443,68
2026-04-25,20260425_guanabara_insider_apppush_comercial_emqueda,73,71,11
2026-04-25,20260425_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,86,84,13
2026-04-25,20260425_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,273,267,41
2026-04-24,20260424_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,220,215,33
2026-04-24,20260424_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,13,12,2
2026-04-24,20260424_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,260,254,39
2026-04-24,20260424_guanabara_insider_apppush_tdmrj-waka10_emqueda,26,25,4
2026-04-24,20260424_guanabara_insider_apppush_teste_a_tdmrj-waka10_ativos,100,98,15
2026-04-24,20260424_guanabara_insider_apppush_teste_b_tdmrj-waka10_ativos,160,156,24
2026-04-23,20260423_guanabara_insider_apppush_feriado_rio10_ativos_rj,6,5,1
2026-04-23,20260423_guanabara_insider_apppush_feriado_rio10_frios_rj,20,19,3
2026-04-23,20260423_guanabara_insider_apppush_tdmrj-waka10_ativos,200,196,30
2026-04-23,20260423_guanabara_insider_apppush_tdmrj-waka10_emqueda,33,32,5
2026-04-23,20260423_guanabara_insider_apppush_viva90_ativos,420,411,63
2026-04-23,20260423_guanabara_insider_apppush_viva90_emqueda,100,98,15
2026-04-23,20260425_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,6,5,1
2026-04-22,20260422_guanabara_insider_apppush_diadasmaes-idaevolta10_ativos,306,299,46
2026-04-22,20260422_guanabara_insider_apppush_diadasmaes-idaevolta10_emqueda,80,78,12
2026-04-22,20260422_guanabara_insider_apppush_diadasmaes-idaevolta10_frios,253,247,38
2026-04-22,20260422_guanabara_insider_apppush_feriado_rio10_ativos_rj,26,25,4
2026-04-22,20260422_guanabara_insider_apppush_feriado_rio10_frios_rj,13,12,2
2026-04-21,20260421_guanabara_insider_apppush_comercial-bbb_ativos,480,470,72
2026-04-21,20260421_guanabara_insider_apppush_feriado_rio10_ativos_rj,20,19,3
2026-04-21,20260421_guanabara_insider_apppush_feriado_rio10_frios_rj,46,45,7
2026-04-20,20260420_guanabara_insider_apppush_comercial_ativos,433,424,65
2026-04-20,20260420_guanabara_insider_apppush_comercial_emqueda,40,39,6
2026-04-20,20260420_guanabara_insider_apppush_feriado_rio10_ativos_rj,6,5,1
2026-04-20,20260420_guanabara_insider_apppush_feriado_rio10_frios_rj,6,5,1
2026-04-20,20260420_guanabara_insider_apppush_tdmrj-waka10_ativos,440,431,66
2026-04-20,20260420_guanabara_insider_apppush_tdmrj-waka10_emqueda,46,45,7
2026-04-19,20260419_guanabara_insider_apppush_comercial-bbb_ativos,346,339,52
2026-04-19,20260419_guanabara_insider_apppush_comercial-bbb_emqueda,26,25,4
2026-04-19,20260419_guanabara_insider_apppush_comercial-bbb_frios,286,280,43
2026-04-19,20260419_guanabara_insider_apppush_feriado10_ativos,340,333,51
2026-04-19,20260419_guanabara_insider_apppush_feriado10_emqueda,53,51,8
2026-04-19,20260419_guanabara_insider_apppush_feriado10_frios,353,345,53
2026-04-19,20260419_guanabara_insider_apppush_feriado_rio10_ativos_rj,6,5,1
2026-04-19,20260419_guanabara_insider_apppush_feriado_rio10_frios_rj,20,19,3
2026-04-18,20260418_guanabara_insider_apppush_feriado10_ativos,153,149,23
2026-04-18,20260418_guanabara_insider_apppush_feriado10_emqueda,66,64,10
2026-04-18,20260418_guanabara_insider_apppush_feriado10_frios,266,260,40
2026-04-18,20260418_guanabara_insider_apppush_feriado_rio10_emqueda_rj,13,12,2
2026-04-18,20260418_guanabara_insider_apppush_idaevolta10_ativos,380,372,57
2026-04-18,20260418_guanabara_insider_apppush_idaevolta10_emqueda,60,58,9
2026-04-17,20260417_guanabara_insider_apppush_feriado10_ativos,166,162,25
2026-04-17,20260417_guanabara_insider_apppush_feriado10_emqueda,60,58,9
2026-04-17,20260417_guanabara_insider_apppush_feriado10_frios,320,313,48
2026-04-17,20260417_guanabara_insider_apppush_feriado_rio10_ativos_rj,20,19,3
2026-04-17,20260417_guanabara_insider_apppush_feriado_rio10_frios_rj,33,32,5
2026-04-17,20260417_guanabara_insider_apppush_tdmrj-waka10_ativos,386,378,58
2026-04-17,20260417_guanabara_insider_apppush_tdmrj-waka10_emqueda,46,45,7
2026-04-17,20260417_guanabara_insider_apppush_tdmrj-waka10_frios,320,313,48
2026-04-17,20260417_guanabara_insider_apppush_viva-feriado10_ativos,340,333,51
2026-04-17,20260417_guanabara_insider_apppush_viva-feriado10_emqueda,93,91,14
2026-04-16,20260416_guanabara_insider_apppush_comercial-bbb_geral,600,588,90
2026-04-16,20260416_guanabara_insider_apppush_comercial_ativos,313,306,47
2026-04-16,20260416_guanabara_insider_apppush_comercial_emqueda,40,39,6
2026-04-16,20260416_guanabara_insider_apppush_feriado10_ativos,193,189,29
2026-04-16,20260416_guanabara_insider_apppush_feriado10_emqueda,40,39,6
2026-04-16,20260416_guanabara_insider_apppush_feriado10_frios,340,333,51
2026-04-16,20260416_guanabara_insider_apppush_feriado_rio10_ativos_rj,6,5,1
2026-04-16,20260416_guanabara_insider_apppush_feriado_rio10_frios_rj,53,51,8
2026-04-15,20260415_guanabara_insider_apppush_feriado10_ativos,120,117,18
2026-04-15,20260415_guanabara_insider_apppush_feriado10_emqueda,66,64,10
2026-04-15,20260415_guanabara_insider_apppush_feriado10_frios,333,326,50
2026-04-15,20260415_guanabara_insider_apppush_feriado_rio10_ativos_rj,20,19,3
2026-04-15,20260415_guanabara_insider_apppush_feriado_rio10_emqueda_rj,6,5,1
2026-04-15,20260415_guanabara_insider_apppush_feriado_rio10_frios_rj,20,19,3
2026-04-15,20260415_guanabara_insider_apppush_viva90_ativos,626,613,94
2026-04-15,20260415_guanabara_insider_apppush_viva90_emqueda,100,98,15
2026-04-14,20251212_GatilhoSearch_apppush_30min_v4_app,93,91,14
2026-04-14,20251212_GatilhoSearch_apppush_30min_v4_web,6,5,1
2026-04-14,20260330_GatilhoSearch_app_v4,6,5,1
2026-04-14,20260330_GatilhoSearch_web_v4,620,607,93
2026-04-14,20260330_GatilhoSearch_web_v4_web,53,51,8
2026-04-14,20260414_guanabara_insider_apppush_comercial-bbb_ativos,373,365,56
2026-04-14,20260414_guanabara_insider_apppush_feriado10_ativos,326,319,49
2026-04-14,20260414_guanabara_insider_apppush_feriado10_emqueda,33,32,5
2026-04-14,20260414_guanabara_insider_apppush_feriado10_frios,386,378,58
2026-04-14,20260414_guanabara_insider_apppush_feriado_rio10_ativos_rj,6,5,1
2026-04-14,20260414_guanabara_insider_apppush_feriado_rio10_frios_rj,26,25,4
2026-04-14,20260414_guanabara_insider_apppush_tdmrj-waka10_ativos,306,299,46
2026-04-14,20260414_guanabara_insider_apppush_tdmrj-waka10_emqueda,93,91,14
2026-04-13,20260413_guanabara_insider_apppush_comercial_ativos,500,490,75
2026-04-13,20260413_guanabara_insider_apppush_comercial_emqueda,93,91,14
2026-04-13,20260413_guanabara_insider_apppush_comercial_frios,420,411,63
2026-04-13,20260413_guanabara_insider_apppush_feriado10_ativos,373,365,56
2026-04-13,20260413_guanabara_insider_apppush_feriado10_emqueda,26,25,4
2026-04-13,20260413_guanabara_insider_apppush_feriado10_frios,280,274,42
2026-04-13,20260413_guanabara_insider_apppush_feriado_rio10_emqueda_rj,13,12,2
2026-04-13,20260413_guanabara_insider_apppush_feriado_rio10_frios_rj,13,12,2
2026-04-13,20260413_insider_wpp_tiradentes_ativos,26,25,4
2026-04-13,20260413_insider_wpp_tiradentes_ativos_rj,13,12,2
2026-04-12,20260412_guanabara_insider_apppush_comercial-bbb_ativos,420,411,63
2026-04-12,20260412_guanabara_insider_apppush_comercial-bbb_emqueda,46,45,7
2026-04-12,20260412_guanabara_insider_apppush_comercial-bbb_frios,340,333,51
2026-04-12,20260412_guanabara_insider_apppush_comercial_ativos,446,437,67
2026-04-12,20260412_guanabara_insider_apppush_comercial_emqueda,73,71,11
2026-04-11,20260411_guanabara_insider_apppush_comercial_ativos,273,267,41
2026-04-11,20260411_guanabara_insider_apppush_comercial_emqueda,80,78,12
2026-04-11,20260411_guanabara_insider_apppush_feriado10_ativos,346,339,52
2026-04-11,20260411_guanabara_insider_apppush_feriado10_emqueda,60,58,9
2026-04-11,20260411_guanabara_insider_apppush_feriado10_frios,306,299,46
2026-04-10,20260410_guanabara_insider_apppush_feriado10_ativos,220,215,33
2026-04-10,20260410_guanabara_insider_apppush_feriado10_emqueda,80,78,12
2026-04-10,20260410_guanabara_insider_apppush_feriado10_frios,266,260,40
2026-04-10,20260410_guanabara_insider_apppush_feriado_rio10_ativos_rj,6,5,1
2026-04-10,20260410_guanabara_insider_apppush_feriado_rio10_emqueda_rj,6,5,1
2026-04-10,20260410_guanabara_insider_apppush_feriado_rio10_frios_rj,6,5,1
2026-04-10,20260410_guanabara_insider_apppush_tdmrj-antecipacao_ativos,346,339,52
2026-04-10,20260410_guanabara_insider_apppush_tdmrj-antecipacao_emqueda,46,45,7
2026-04-10,20260410_guanabara_insider_apppush_tdmrj-antecipacao_frios,253,247,38
2026-04-10,20260410_guanabara_insider_apppush_teste_a_comercial_ativos,186,182,28
2026-04-10,20260410_guanabara_insider_apppush_teste_b_idaevolta10_ativos,160,156,24
2026-04-10,20260410_guanabara_insider_apppush_viva90_ativos,426,417,64
2026-04-10,20260410_guanabara_insider_apppush_viva90_emqueda,26,25,4
2026-04-09,20260409_guanabara_insider_apppush_comercial_ativos,193,189,29
2026-04-09,20260409_guanabara_insider_apppush_comercial_emqueda,53,51,8
2026-04-09,20260409_guanabara_insider_apppush_comercial_geral,560,548,84
2026-04-09,20260409_guanabara_insider_apppush_tdmrj-idaevolta10_ativos,353,345,53
2026-04-09,20260409_guanabara_insider_apppush_tdmrj-idaevolta10_emqueda,66,64,10
2026-04-09,20260409_guanabara_insider_apppush_tdmrj-idaevolta10_frios,193,189,29
2026-04-08,20260408_guanabara_insider_apppush_feriado10_ativos,240,235,36
2026-04-08,20260408_guanabara_insider_apppush_feriado10_ativos_rj,6,5,1
2026-04-08,20260408_guanabara_insider_apppush_feriado10_emqueda,106,103,16
2026-04-08,20260408_guanabara_insider_apppush_feriado10_frios,400,392,60
2026-04-08,20260408_guanabara_insider_apppush_feriado10_frios_rj,26,25,4
2026-04-08,20260408_guanabara_insider_apppush_teste_a_comercial_ativos,220,215,33
2026-04-08,20260408_guanabara_insider_apppush_teste_b_daevolta10_ativos,146,143,22
2026-04-07,20260407_guanabara_insider_apppush_comercial-bbb_ativos,386,378,58
2026-04-07,20260407_guanabara_insider_apppush_feriado-idaevolta10_ativos,393,385,59
2026-04-07,20260407_guanabara_insider_apppush_feriado-idaevolta10_emqueda,60,58,9
2026-04-07,20260407_guanabara_insider_apppush_tdmrj-idaevolta10_ativos,346,339,52
2026-04-07,20260407_guanabara_insider_apppush_tdmrj-idaevolta10_emqueda,73,71,11
2026-04-07,20260407_guanabara_insider_apppush_tdmrj-idaevolta10_frios,260,254,39
2026-04-06,20260406_guanabara_insider_apppush_antecipacao_ativos,380,372,57
2026-04-06,20260406_guanabara_insider_apppush_antecipacao_ativos_tarde,666,652,100
2026-04-06,20260406_guanabara_insider_apppush_antecipacao_emqueda,60,58,9
2026-04-06,20260406_guanabara_insider_apppush_antecipacao_emqueda_tarde,80,78,12
2026-04-06,20260406_guanabara_insider_apppush_antecipacao_frios,360,352,54
2026-04-06,20260406_guanabara_insider_apppush_antecipacao_frios_tarde,400,392,60
2026-04-06,20260406_guanabara_insider_apppush_comercial_ativos,293,287,44
2026-04-06,20260406_guanabara_insider_apppush_comercial_emqueda,120,117,18
2026-04-06,20260406_guanabara_insider_apppush_teste_a_idaevolta10_ativos,173,169,26
2026-04-06,20260406_guanabara_insider_apppush_teste_b_idaevolta10_ativos,206,201,31
2026-04-05,20260321_guanabara_insider_glrbla_2703_apppush_manha,33,32,5
2026-04-05,20260321_guanabara_insider_glrbla_2703_apppush_noite,20,19,3
2026-04-05,20260321_guanabara_insider_glrbla_2703_apppush_tarde,33,32,5
2026-04-05,20260405_guanabara_insider_apppush_comercial-bbb_ativos,373,365,56
2026-04-05,20260405_guanabara_insider_apppush_comercial-bbb_emqueda,80,78,12
2026-04-05,20260405_guanabara_insider_apppush_comercial-bbb_frios,353,345,53
2026-04-05,20260405_guanabara_insider_apppush_comercial_ativos,446,437,67
2026-04-05,20260405_guanabara_insider_apppush_comercial_emqueda,60,58,9
2026-04-05,20260405_guanabara_insider_apppush_comercial_frios,400,392,60
2026-04-04,20260404_guanabara_insider_apppush_antecipacao_ativos,386,378,58
2026-04-04,20260404_guanabara_insider_apppush_antecipacao_emqueda,86,84,13
2026-04-03,20260321_guanabara_insider_glrbla_2603_apppush_manha,86,84,13
2026-04-03,20260321_guanabara_insider_glrbla_2603_apppush_noite,33,32,5
2026-04-03,20260321_guanabara_insider_glrbla_2603_apppush_tarde,66,64,10
2026-04-03,20260403_guanabara_insider_apppush_antecipacao_ativos,406,397,61
2026-04-03,20260403_guanabara_insider_apppush_antecipacao_emqueda,26,25,4
2026-04-03,20260403_guanabara_insider_apppush_tdmrj-antecipacao_ativos,426,417,64
2026-04-03,20260403_guanabara_insider_apppush_tdmrj-antecipacao_emqueda,60,58,9
2026-04-03,20260403_guanabara_insider_apppush_tdmrj-antecipacao_frios,420,411,63
2026-04-02,20260402_guanabara_insider_apppush_antecipacao-pascoa10_ativos,333,326,50
2026-04-02,20260402_guanabara_insider_apppush_antecipacao-pascoa10_emqueda,100,98,15
2026-04-02,20260402_guanabara_insider_apppush_comercial-pascoa10_ativos,593,581,89
2026-04-02,20260402_guanabara_insider_apppush_comercial-pascoa10_ativos_noite,340,333,51
2026-04-01,20260321_guanabara_insider_glrbla_2503_apppush_manha,73,71,11
2026-04-01,20260321_guanabara_insider_glrbla_2503_apppush_noite,40,39,6
2026-04-01,20260321_guanabara_insider_glrbla_2503_apppush_tarde,40,39,6
2026-04-01,20260401_guanabara_insider_apppush_comercial-bbb_ativos,493,483,74
2026-04-01,20260401_guanabara_insider_apppush_diadamentira-idaevolta10_ativos,393,385,59
2026-04-01,20260401_guanabara_insider_apppush_diadamentira-idaevolta10_emqueda,106,103,16
2026-04-01,20260401_guanabara_insider_apppush_diadamentira-idaevolta10_frios,346,339,52
2026-04-01,20260401_guanabara_insider_apppush_viva90_ativos,286,280,43
2026-04-01,20260401_guanabara_insider_apppush_viva90_emqueda,60,58,9
2026-04-01,20260401_guanabara_pushnews_webpush_pascoa_geral,7546,7395,1132
2026-03-31,20260218_guanabara_journey_birthday_apppush_02_10off,13,12,2
2026-03-31,20260331_guanabara_insider_apppush_comercial_geral_ativos,580,568,87
2026-03-31,20260331_guanabara_insider_apppush_comercial_geral_ativos_noite,360,352,54
2026-03-31,20260331_guanabara_insider_apppush_comercial_geral_emqueda,40,39,6
2026-03-31,20260331_guanabara_insider_apppush_comercial_geral_frios,360,352,54
